,Data,RU_A,RA_A,RS_A,Total_A,RU_J,RA_J,RS_J,Total_J,Total_Dia,Dia_Semana,Mes,Dia,Ano,refeicao,acompanhamento,prato,guarnicao,opcao_vegetal,salada,sobremesa,suco
0,2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Segunda,1,1,2024,,,,,,,,
1,2024-01-02,870.0,142.0,0.0,1012.0,400.0,50.0,0.0,450.0,1462.0,Terça,1,2,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,STROGONOFF DE FRANGO,BATATA PALHA,,SALADA DE BETERRABA RALADA,LARANJA,SUCO DE GOIABA
2,2024-01-02,870.0,142.0,0.0,1012.0,400.0,50.0,0.0,450.0,1462.0,Terça,1,2,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,STROGONOFF VEGANO (PTS),BATATA PALHA,,SALADA DE BETERRABA RALADA,LARANJA,SUCO DE GOIABA
3,2024-01-02,870.0,142.0,0.0,1012.0,400.0,50.0,0.0,450.0,1462.0,Terça,1,2,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,"BIFE AO MOLHO ROTY (CALDO DE CARNE, MOLHO SHOYO, MARGARINA E FARINHA DE TRIGO)",QUIBEBE,,SALADA DE ACELGA COM RABANETE,COCADA,SUCO DE GOIABA
4,2024-01-02,870.0,142.0,0.0,1012.0,400.0,50.0,0.0,450.0,1462.0,Terça,1,2,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,FEIJÃO BRANCO COM QUIABO,QUIBEBE,,SALADA DE ACELGA COM RABANETE,MAÇÃ,SUCO DE GOIABA
5,2024-01-03,1069.0,207.0,0.0,1276.0,482.0,72.0,0.0,554.0,1830.0,Quarta,1,3,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,PERNIL ASSADO AO MOLHO ESCURO (MOLHOS SHOYO E INGLÊS),REPOLHO REFOGADO COM CHEIRO VERDE,,SALADA DE ALMEIRÃO COM NABO,MAÇÃ,SUCO DE UVA
6,2024-01-03,1069.0,207.0,0.0,1276.0,482.0,72.0,0.0,554.0,1830.0,Quarta,1,3,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,FEIJÃO BRANCO  COM VAGEM E ABÓBORA,REPOLHO REFOGADO COM CHEIRO VERDE,,SALADA DE ALMEIRÃO COM NABO,MAÇÃ,SUCO DE UVA
7,2024-01-03,1069.0,207.0,0.0,1276.0,482.0,72.0,0.0,554.0,1830.0,Quarta,1,3,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,ISCAS DE FRANGO ACEBOLADO,CREME DE MILHO,,SALADA DE PEPINO COM TOMATE,BANANA,SUCO DE UVA
8,2024-01-03,1069.0,207.0,0.0,1276.0,482.0,72.0,0.0,554.0,1830.0,Quarta,1,3,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,ERVILHA PARTIDA COM CENOURA E PIMENTÃO VERMELHO,CREME DE MILHO VEGANO,,SALADA DE PEPINO COM TOMATE,BANANA,SUCO DE UVA
9,2024-01-04,1177.0,208.0,0.0,1385.0,608.0,83.0,0.0,691.0,2076.0,Quinta,1,4,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,CARNE DE PANELA  COM AZEITONA,CENOURA PALITO SAUTÉ,,SALADA DE ESCAROLA,COCADA,SUCO DE ACEROLA
10,2024-01-04,1177.0,208.0,0.0,1385.0,608.0,83.0,0.0,691.0,2076.0,Quinta,1,4,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,ERVILHA PARTIDA COM CHUCHU,CENOURA PALITO SAUTÉ,,SALADA DE ESCAROLA,BANANA,SUCO DE ACEROLA
11,2024-01-04,1177.0,208.0,0.0,1385.0,608.0,83.0,0.0,691.0,2076.0,Quinta,1,4,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,PERNIL SUÍNO AO MOLHO DE ABACAXI,COUVE REFOGADA,,SALADA DE ALFACE COM AGRIÃO,MAÇÃ,SUCO DE ACEROLA
12,2024-01-04,1177.0,208.0,0.0,1385.0,608.0,83.0,0.0,691.0,2076.0,Quinta,1,4,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,SOJA EM GRÃO COM VAGEM E CEBOLA,COUVE REFOGADA,,SALADA DE ALFACE COM AGRIÃO,MAÇÃ,SUCO DE ACEROLA
13,2024-01-05,1154.0,261.0,0.0,1415.0,478.0,71.0,0.0,549.0,1964.0,Sexta,1,5,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,"CARNE ASSADA À ROMANESCA  (PRESUNTO, ERVILHA E MOLHO BRANCO)",ABOBRINHA AROMÁTICA,,SALADA DE ACELGA,MAÇÃ,SUCO DE MANGA
14,2024-01-05,1154.0,261.0,0.0,1415.0,478.0,71.0,0.0,549.0,1964.0,Sexta,1,5,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,"GRÃO DE BICO À CHINESA (MOYASHI, COUVE-FLOR, CENOURA)",ABOBRINHA AROMÁTICA,,SALADA DE ACELGA,MAÇÃ,SUCO DE MANGA
15,2024-01-05,1154.0,261.0,0.0,1415.0,478.0,71.0,0.0,549.0,1964.0,Sexta,1,5,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,CARNE EM CUBOS AO POMODORO,BATATA SAUTÉ,,SALADA DE CAPONATA DE BERINJELA,LARANJA,SUCO DE MANGA
16,2024-01-05,1154.0,261.0,0.0,1415.0,478.0,71.0,0.0,549.0,1964.0,Sexta,1,5,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,ALMÔNDEGA DE SOJA,BATATA REFOGADA,,SALADA DE CAPONATA DE BERINJELA,LARANJA,SUCO DE MANGA
17,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sábado,1,6,2024,,,,,,,,
18,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domingo,1,7,2024,,,,,,,,
19,2024-01-08,1503.0,356.0,0.0,1859.0,749.0,114.0,0.0,863.0,2722.0,Segunda,1,8,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,BIFE AO MOLHO ROTY,ACELGA REFOGADA AO ALHO FRITO,,SALADA DE BETERRABA RALADA,DOCE DE LEITE,SUCO DE ABACAXI
20,2024-01-08,1503.0,356.0,0.0,1859.0,749.0,114.0,0.0,863.0,2722.0,Segunda,1,8,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,QUIBE DE ABÓBORA COM ERVILHA PARTIDA,ACELGA REFOGADA AO ALHO FRITO,,SALADA DE BETERRABA RALADA,BANANA,SUCO DE ABACAXI
21,2024-01-08,1503.0,356.0,0.0,1859.0,749.0,114.0,0.0,863.0,2722.0,Segunda,1,8,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,SALSICHA AO SUGO,PURÊ DE BATATAS,,SALADA DE REPOLHO BRANCO,LARANJA,SUCO DE ABACAXI
22,2024-01-08,1503.0,356.0,0.0,1859.0,749.0,114.0,0.0,863.0,2722.0,Segunda,1,8,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,LENTILHA COM CENOURA,PURÊ DE BATATAS,,SALADA DE REPOLHO BRANCO,LARANJA,SUCO DE ABACAXI
23,2024-01-09,1638.0,416.0,0.0,2054.0,892.0,144.0,0.0,1036.0,3090.0,Terça,1,9,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,SOBRECOXA DE FRANGO AO MOLHO DE ERVILHAS,BATATA SAUTÉ,,"SALADA DE CENOURA RALADA (RU, RA, RS e HC) / REPOLHO (RA)",MAÇÃ,SUCO DE PÊSSEGO
24,2024-01-09,1638.0,416.0,0.0,2054.0,892.0,144.0,0.0,1036.0,3090.0,Terça,1,9,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,GRÃO DE BICO COM BERINJELA,BATATA REFOGADA,,"SALADA DE CENOURA RALADA (RU, RA, RS e HC) / REPOLHO (RA)",MAÇÃ,SUCO DE PÊSSEGO
25,2024-01-09,1638.0,416.0,0.0,2054.0,892.0,144.0,0.0,1036.0,3090.0,Terça,1,9,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,BIFE GRELHADO ACEBOLADO,ABOBRINHA AROMÁTICA,,SALADA DE PEPINO COM HORTELÃ,GOIABADA,SUCO DE PÊSSEGO
26,2024-01-09,1638.0,416.0,0.0,2054.0,892.0,144.0,0.0,1036.0,3090.0,Terça,1,9,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,"PTS COM MANDIOQUINHA, SALSA E CEBOLINHA",ABOBRINHA AROMÁTICA,,SALADA DE PEPINO COM HORTELÃ,BANANA,SUCO DE PÊSSEGO
27,2024-01-10,1557.0,399.0,0.0,1956.0,852.0,168.0,0.0,1020.0,2976.0,Quarta,1,10,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,ISCAS DE CARNE AO SUGO,CHUCHU NA SALSA,,SALADA DE RÚCULA COM CEBOLA,LARANJA,SUCO DE CAJÚ
28,2024-01-10,1557.0,399.0,0.0,1956.0,852.0,168.0,0.0,1020.0,2976.0,Quarta,1,10,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,FEIJÃO BRANCO COM CENOURA AO SUGO,CHUCHU NA SALSA,,SALADA DE RÚCULA COM CEBOLA,LARANJA,SUCO DE CAJÚ
29,2024-01-10,1557.0,399.0,0.0,1956.0,852.0,168.0,0.0,1020.0,2976.0,Quarta,1,10,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,SOBRECOXA DE FRANGO ASSADA AO MOLHO DE CEBOLA,ESCAROLA REFOGADA,,SALADA DE ALFACE,MAÇÃ,SUCO DE CAJÚ (HC E RA) SUCO DE CAJÚ/SUCO DE LIMÃO (RU)
30,2024-01-10,1557.0,399.0,0.0,1956.0,852.0,168.0,0.0,1020.0,2976.0,Quarta,1,10,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,"YAKISSOBA VEGANO (ERVILHA PARTIDA, PIMENTÃO, BRÓCOLIS E CENOURA PALITO)",ESCAROLA REFOGADA,,SALADA DE ALFACE,MAÇÃ,SUCO DE CAJÚ
31,2024-01-11,1559.0,381.0,0.0,1940.0,810.0,162.0,0.0,972.0,2912.0,Quinta,1,11,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,CUBOS SUÍNOS AO MOLHO BARBECUE,COUVE REFOGADA,,"SALADA DE ACELGA (RU, RA) / SALADA DE TOMATE (HC)",BANANA,SUCO DE MORANGO
32,2024-01-11,1559.0,381.0,0.0,1940.0,810.0,162.0,0.0,972.0,2912.0,Quinta,1,11,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,SOJA EM GRÃOS COM BATATA E AZEITONAS,COUVE REFOGADA,,"SALADA DE ACELGA (RU, RA) / SALADA DE TOMATE (HC)",BANANA,SUCO DE MORANGO
33,2024-01-11,1559.0,381.0,0.0,1940.0,810.0,162.0,0.0,972.0,2912.0,Quinta,1,11,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,ISCA DE CARNE AO MOLHO MOSTARDA,DUETO DE BATATA REFOGADA (INGLESA / DOCE),,SALADA DE CENOURA COZIDA,LARANJA,SUCO DE MORANGO
34,2024-01-11,1559.0,381.0,0.0,1940.0,810.0,162.0,0.0,972.0,2912.0,Quinta,1,11,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,LASANHA DE BERINJELA COM PTS,DUETO DE BATATA REFOGADA (INGLESA / DOCE),,SALADA DE CENOURA COZIDA,LARANJA,SUCO DE MORANGO
35,2024-01-12,1308.0,348.0,0.0,1656.0,702.0,130.0,0.0,832.0,2488.0,Sexta,1,12,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,SALSICHA AO SUGO,POLENTA CREMOSA,,SALADA DE ACELGA,BOLINHO DE CHOCOLATE,SUCO DE UVA
36,2024-01-12,1308.0,348.0,0.0,1656.0,702.0,130.0,0.0,832.0,2488.0,Sexta,1,12,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,"PTS À PORTUGUESA (BATATA, CEBOLA, PIMENTÃO VERDE, AZEITONA)",REPOLHO REFOGADO,,SALADA DE ACELGA,MAÇÃ,SUCO DE UVA
37,2024-01-12,1308.0,348.0,0.0,1656.0,702.0,130.0,0.0,832.0,2488.0,Sexta,1,12,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,CUBOS SUÍNOS AO MOLHO DE LIMÃO,VIRADO DE COUVE,,SALADA DE PEPINO,"BANANA (RU, HC) / MAÇÃ (RA)",SUCO DE UVA
38,2024-01-12,1308.0,348.0,0.0,1656.0,702.0,130.0,0.0,832.0,2488.0,Sexta,1,12,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,TORTA DE LENTILHA COM BATATA,VIRADO DE COUVE,,SALADA DE PEPINO,"BANANA (RU, HC) / MAÇÃ (RA)",SUCO DE UVA
39,2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sábado,1,13,2024,,,,,,,,
40,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domingo,1,14,2024,,,,,,,,
41,2024-01-15,1922.0,546.0,0.0,2468.0,958.0,223.0,0.0,1181.0,3649.0,Segunda,1,15,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,FILEZINHO DE FRANGO COM CEBOLAS AO SHOYO,CREME DE MILHO,,SALADA DE ALMEIRÃO,LARANJA,SUCO DE ABACAXI
42,2024-01-15,1922.0,546.0,0.0,2468.0,958.0,223.0,0.0,1181.0,3649.0,Segunda,1,15,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,GRÃO DE BICO COM TOMATE E PIMENTÃO,CREME DE MILHO VEGANO,,SALADA DE ALMEIRÃO,LARANJA,SUCO DE ABACAXI
43,2024-01-15,1922.0,546.0,0.0,2468.0,958.0,223.0,0.0,1181.0,3649.0,Segunda,1,15,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,BIFE AO MOLHO MOSTARDA,BERINJELA REFOGADA,,SALADA DE ALFACE,MELANCIA,SUCO DE ABACAXI
44,2024-01-15,1922.0,546.0,0.0,2468.0,958.0,223.0,0.0,1181.0,3649.0,Segunda,1,15,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,LENTILHA COM CENOURA AO MOLHO BRANCO,BERINJELA REFOGADA,,SALADA DE ALFACE,MELANCIA,SUCO DE ABACAXI
45,2024-01-16,1897.0,542.0,0.0,2439.0,995.0,263.0,0.0,1258.0,3697.0,Terça,1,16,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,"BISTECA SUÍNA AO MOLHO DE LIMÃO (RU, HC) / CUBOS SUÍNOS AO MOLHO DE LIMÃO (RA)",CHUCHU REFOGADO,,"NABO, ALFACE E BETERRABA RALADA (RU)/ALFACE COM NABO (RA)/BETERRABA COM NABO(HC)",GELATINA DE ABACAXI,SUCO DE ACEROLA
46,2024-01-16,1897.0,542.0,0.0,2439.0,995.0,263.0,0.0,1258.0,3697.0,Terça,1,16,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,ESCONDIDINHO DE PTS,CHUCHU REFOGADO,,"NABO, ALFACE E BETERRABA RALADA (RU)/ALFACE COM NABO (RA)/BETERRABA COM NABO(HC)",LARANJA,SUCO DE ACEROLA
47,2024-01-16,1897.0,542.0,0.0,2439.0,995.0,263.0,0.0,1258.0,3697.0,Terça,1,16,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,FILEZINHO DE FRANGO COM ERVILHAS,REPOLHO REFOGADO,,SALADA DE CENOURA RALADA COM PASSAS,BANANA,SUCO DE ACEROLA
48,2024-01-16,1897.0,542.0,0.0,2439.0,995.0,263.0,0.0,1258.0,3697.0,Terça,1,16,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,"SOJA XADREZ (SOJA, ACELGA, CENOURA E SHOYO)",REPOLHO REFOGADO,,SALADA DE CENOURA RALADA COM PASSAS,BANANA,SUCO DE ACEROLA
49,2024-01-17,1420.0,424.0,0.0,1844.0,1044.0,273.0,0.0,1317.0,3161.0,Quarta,1,17,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,FILÉ DE PESCADA AO SUGO,ABÓBORA COM ALECRIM,,SALADA DE ESCAROLA,BANANA,SUCO DE LIMÃO
50,2024-01-17,1420.0,424.0,0.0,1844.0,1044.0,273.0,0.0,1317.0,3161.0,Quarta,1,17,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,ERVILHA PARTIDA COM PALMITO,ABÓBORA COM ALECRIM,,SALADA DE ESCAROLA,BANANA,SUCO DE LIMÃO
51,2024-01-17,1420.0,424.0,0.0,1844.0,1044.0,273.0,0.0,1317.0,3161.0,Quarta,1,17,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,COPA LOMBO AO MOLHO DE MARACUJÁ,COUVE REFOGADA,,MIX DE FOLHAS (RÚCULA E ALFACE),PUDIM DE CARAMELO,SUCO DE LIMÃO
52,2024-01-17,1420.0,424.0,0.0,1844.0,1044.0,273.0,0.0,1317.0,3161.0,Quarta,1,17,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,FEIJÃO BRANCO COM MANDIOQUINHA,COUVE REFOGADA,,MIX DE FOLHAS (RÚCULA E ALFACE),MAÇÃ,SUCO DE LIMÃO
53,2024-01-18,1952.0,659.0,0.0,2611.0,712.0,175.0,0.0,887.0,3498.0,Quinta,1,18,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,CARNE MOÍDA AO SUGO COM CHAMPIGNON,MACARRÃO ALHO E ÓLEO,,SALADA DE ALFACE,MAÇÃ,SUCO DE LARANJA
54,2024-01-18,1952.0,659.0,0.0,2611.0,712.0,175.0,0.0,887.0,3498.0,Quinta,1,18,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,STEAK DE SOJA,MACARRÃO INTEGRAL ALHO E ÓLEO,,SALADA DE ALFACE,MAÇÃ,SUCO DE LARANJA
55,2024-01-18,1952.0,659.0,0.0,2611.0,712.0,175.0,0.0,887.0,3498.0,Quinta,1,18,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,FILÉ DE PESCADA A ESCABECHE,PIRÃO,,SALADA DE REPOLHO BICOLOR,BANANA,SUCO DE LARANJA
56,2024-01-18,1952.0,659.0,0.0,2611.0,712.0,175.0,0.0,887.0,3498.0,Quinta,1,18,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,QUIBE DE ABÓBORA COM ERVILHA PARTIDA,ESCAROLA REFOGADA,,SALADA DE REPOLHO BICOLOR,BANANA,SUCO DE LARANJA
57,2024-01-19,1933.0,620.0,0.0,2553.0,705.0,173.0,0.0,878.0,3431.0,Sexta,1,19,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,ISCA DE FRANGO CREMOSA,BATATA CHIPS,,SALADA DE CHUCHU COM CEBOLA/BETERRABA,GOIABADA,SUCO DE PÊSSEGO
58,2024-01-19,1933.0,620.0,0.0,2553.0,705.0,173.0,0.0,878.0,3431.0,Sexta,1,19,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,ERVILHA COM COUVE-FLOR,BATATA CHIPS,,SALADA DE CHUCHU COM CEBOLA/BETERRABA,LARANJA,SUCO DE PÊSSEGO
59,2024-01-19,1933.0,620.0,0.0,2553.0,705.0,173.0,0.0,878.0,3431.0,Sexta,1,19,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,CARNE MOÍDA COM AZEITONA E CHEIRO VERDE,ABOBRINHA REFOGADA,,SALADA DE ESCAROLA COM AGRIÃO,MAÇÃ,SUCO DE PÊSSEGO
60,2024-01-19,1933.0,620.0,0.0,2553.0,705.0,173.0,0.0,878.0,3431.0,Sexta,1,19,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,TORTA DE BATATA COM LENTILHA,ABOBRINHA REFOGADA,,SALADA DE ESCAROLA COM AGRIÃO,MAÇÃ,SUCO DE PÊSSEGO
61,2024-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sábado,1,20,2024,,,,,,,,
62,2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domingo,1,21,2024,,,,,,,,
63,2024-01-22,2211.0,671.0,0.0,2882.0,1178.0,294.0,0.0,1472.0,4354.0,Segunda,1,22,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,BISTECA SUÍNA AO MOLHO DE LIMÃO,PURÊ DE BATATAS,,SALADA DE ALFACE COM CEBOLA,LARANJA,SUCO DE MORANGO
64,2024-01-22,2211.0,671.0,0.0,2882.0,1178.0,294.0,0.0,1472.0,4354.0,Segunda,1,22,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,ERVILHA COM AZEITONA E TOMATE,PURÊ DE BATATAS VEGANO,,SALADA DE ALFACE COM CEBOLA,LARANJA,SUCO DE MORANGO
65,2024-01-22,2211.0,671.0,0.0,2882.0,1178.0,294.0,0.0,1472.0,4354.0,Segunda,1,22,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,ISCAS DE CARNE AO MOLHO SUGO,"LEGUMES REFOGADOS (ABOBRINHA, COUVE-FLOR E MANDIOQUINHA)",,SALADA DE ESCAROLA (RA) / ALFACE (RU e HC),BANANA,SUCO DE MORANGO
66,2024-01-22,2211.0,671.0,0.0,2882.0,1178.0,294.0,0.0,1472.0,4354.0,Segunda,1,22,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,FEIJÃO BRANCO COM CENOURA E VAGEM,"LEGUMES REFOGADOS (ABOBRINHA, COUVE-FLOR E MANDIOQUINHA)",,SALADA DE ESCAROLA (RA) / ALFACE (RU e HC),BANANA,SUCO DE MORANGO
67,2024-01-23,2035.0,643.0,0.0,2678.0,1242.0,313.0,0.0,1555.0,4233.0,Terça,1,23,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,LAGARTO AO MOLHO DE AZEITONAS,COUVE REFOGADA,,SALADA DE GRÃO DE BICO COM ATUM,ARROZ DOCE (RA) / DOCE DE LEITE (RU),SUCO DE CAJU
68,2024-01-23,2035.0,643.0,0.0,2678.0,1242.0,313.0,0.0,1555.0,4233.0,Terça,1,23,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,"YAKISSOBA VEGANO COM PTS (ACELGA, BRÓCOLIS, CENOURA)",COUVE REFOGADA,,GRÃO DE BICO COM SALSA (RU e HC) / ALFACE (RA),BANANA,SUCO DE CAJU
69,2024-01-23,2035.0,643.0,0.0,2678.0,1242.0,313.0,0.0,1555.0,4233.0,Terça,1,23,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,BISTECA SUÍNA AO MOLHO BARBECUE,VIRADO DE BANANA,,SALADA DE CENOURA RALADA,LARANJA,SUCO DE CAJU
70,2024-01-23,2035.0,643.0,0.0,2678.0,1242.0,313.0,0.0,1555.0,4233.0,Terça,1,23,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,LENTILHA AO VINAGRETE,VIRADO DE BANANA,,SALADA DE CENOURA RALADA,LARANJA,SUCO DE CAJU
71,2024-01-24,2346.0,739.0,0.0,3085.0,1328.0,352.0,0.0,1680.0,4765.0,Quarta,1,24,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,LINGUIÇA TOSCANA ASSADA AO VINAGRETE,"ABÓBORA REFOGADA (RA, HC E CAISM)/ BATATA CHIPS (RU)",,SALADA DE ALMEIRÃO COM NABO,MAÇÃ,SUCO DE UVA
72,2024-01-24,2346.0,739.0,0.0,3085.0,1328.0,352.0,0.0,1680.0,4765.0,Quarta,1,24,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,"LENTILHA A PORTUGUESA (BATATA, AZEITONA, TOMATE, PIMENTÃO)","ABÓBORA REFOGADA (RA, HC E CAISM)/ BATATA CHIPS (RU)",,SALADA DE ALMEIRÃO COM NABO,MAÇÃ,SUCO DE UVA
73,2024-01-24,2346.0,739.0,0.0,3085.0,1328.0,352.0,0.0,1680.0,4765.0,Quarta,1,24,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,LAGARTO ASSADO AO MOLHO ROTY,BATATA SAUTÉ,,SALADA DE ACELGA,BOLINHO DE CHOCOLATE,SUCO DE UVA
74,2024-01-24,2346.0,739.0,0.0,3085.0,1328.0,352.0,0.0,1680.0,4765.0,Quarta,1,24,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,SOJA EM GRÃO COM QUIABO,BATATA SAUTÉ,,SALADA DE ACELGA,LARANJA,SUCO DE UVA
75,2024-01-25,1583.0,473.0,0.0,2056.0,1085.0,322.0,0.0,1407.0,3463.0,Quinta,1,25,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,PEIXE A ESCABECHE,VAGEM COM MILHO,,SALADA DE BETERRABA COZIDA/CENOURA RALADA,BOLINHO DE CHOCOLATE,SUCO DE MARACUJÁ
76,2024-01-25,1583.0,473.0,0.0,2056.0,1085.0,322.0,0.0,1407.0,3463.0,Quinta,1,25,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,PTS AO MOLHO BRANCO,VAGEM COM MILHO,,SALADA DE BETERRABA COZIDA/CENOURA RALADA,LARANJA,SUCO DE MARACUJÁ
77,2024-01-25,1583.0,473.0,0.0,2056.0,1085.0,322.0,0.0,1407.0,3463.0,Quinta,1,25,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,LINGUIÇA TOSCANA ASSADA ACEBOLADA,CHUCHU NA SALSA,,SALADA DE ALFACE,BANANA,SUCO DE MARACUJÁ
78,2024-01-25,1583.0,473.0,0.0,2056.0,1085.0,322.0,0.0,1407.0,3463.0,Quinta,1,25,2024,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,GRATINADO DE LEGUMES COM ERVILHA SECA (BATATA E CENOURA),CHUCHU NA SALSA,,SALADA DE ALFACE,BANANA,SUCO DE MARACUJÁ
79,2024-01-26,2030.0,634.0,0.0,2664.0,628.0,158.0,0.0,786.0,3450.0,Sexta,1,26,2024,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,PICADINHO DE CARNE COM CEBOLA CARAMELIZADA,"ESPINAFRE AO ALHO FRITO/ MIX DE FOLHAS REFOGADAS(COUVE, ESCAROLA E ESPINAFRE) RU",,CAPONATA DE BERINJELA,BANANA,SUCO DE ABACAXI
80,2024-01-26,2030.0,634.0,0.0,2664.0,628.0,158.0,0.0,786.0,3450.0,Sexta,1,26,2024,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,FEIJÃO BRANCO COM CENOURA,"ESPINAFRE AO ALHO FRITO/ MIX DE FOLHAS REFOGADAS(COUVE, ESCAROLA E ESPINAFRE) RU",,CAPONATA DE BERINJELA,BANANA,SUCO DE ABACAXI
81,2024-01-26,2030.0,634.0,0.0,2664.0,628.0,158.0,0.0,786.0,3450.0,Sexta,1,26,2024,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,MOQUECA DE PEIXE,"CUSCUZ DE LEGUMES (CENOURA, BATATA E VAGEM)",,SALADA DE REPOLHO BRANCO COM PASSAS,MAÇÃ,SUCO DE ABACAXI
